Río Chalinga Nodes and Reaches, 0 \ Headflow, 1 \ CA_Gabino Outflow, 2 \ Reach, 3 \ Río Chalinga en La Palmilla (gauge), 3 \ ZR_Gavino Runoff, 4 \ Reach, 5 \ CL_09 Inflow, 6 \ Reach, 7 \ CA_Destiladera Outflow, 8 \ Reach, 9 \ CA_Destiladera Outflow 2,10 \ Reach,11 \ ZR_Destiladera Runoff,12 \ Reach,13 \ CA_Batuco Chalinga Outflow,14 \ Reach,15 \ ZR_Batuco Chalinga Runoff,16 \ Reach,17 \ CA_Molino de Zapallar Outflow,18 \ Reach,19 \ ZR_Molino de Zapallar Runoff,20 \ Reach,21 \ CA_Toma Ranque Outflow,22 \ Reach,23 \ ZR_Ranque Runoff,24 \ Reach,25 \ CA_Palquial Outflow,26 \ Reach,27 \ ZR_Palquial Runoff,28 \ Reach,29 \ CA_Valentino Outflow,30 \ Reach,31 \ ZR_Valentino Runoff,32 \ Reach,33 \ CA_Maravillal Outflow,34 \ Reach,35 \ ZR_Maravillal Runoff,36 \ Reach,37 \ CA_Alameda Outflow,38 \ Reach,39 \ ZR_Alameda Runoff,40 \ Reach,41 \ CA_Cunlagua Outflow,42 \ Reach,43 \ ZR_Cunlagua Runoff,44 \ Reach,45 \ CA_Los Guindos Outflow,46 \ Reach,47 \ ZR_Los Guindos Runoff,48 \ Reach,49 \ CA_Huanque Outflow,50 \ Reach,51 \ ZR_Huanque Runoff,52 \ Reach,53 \ CA_Chanar Chalinga Outflow,54 \ Reach,55 \ ZR_Chanar Chalinga Runoff,56 \ Reach,57 \ CA_Arboleda Grande Outflow,58 \ Reach,59 \ ZR_Arboleda Grande Runoff,60 \ Reach,61 \ CA_Chalinga Outflow,62 \ Reach,63 \ ZR_Chalinga Runoff,64 \ Reach,65 \ ZR_Tebal Runoff,66 \ Reach,67 \ CA_Tebal Outflow,68 \ Reach,69 \ ZR_Chilcas Runoff,70 \ Reach,71 \ CA_Chilcas Outflow,71 \ PC_DES_CHALINGA (gauge),72 \ Reach
nov-91,1.38933,1.35933,1.35933,1.38933,1.35933,1.36936,1.67768,1.66091,1.66091,1.66091,1.58491,1.58491,1.58491,1.62549,1.32549,1.32549,1.35559,1.4525,1.3935,1.3935,1.40468,1.73155,1.71955,1.71955,1.72242,1.73383,1.44383,1.44383,1.48028,1.6576,1.6394,1.6394,1.63961,1.64888,1.61732,1.61732,1.62051,1.63659,1.60859,1.60859,1.61183,1.76358,1.56358,1.56358,1.58512,1.66563,1.63763,1.63763,1.6396,1.64704,1.50704,1.50704,1.52773,1.57595,1.52595,1.52595,1.52678,1.55978,1.40978,1.40978,1.42783,1.46697,1.34797,1.34797,1.36189,1.41209,1.46565,1.59057,1.36057,1.36057,1.38599,1.38599,1.26599,0,1.26599
dic-91,1.48645,1.45645,1.45645,1.48645,1.45645,1.46615,1.79631,1.77835,1.77835,1.77835,1.70235,1.70235,1.70235,1.74162,1.44162,1.44162,1.47855,1.57132,1.51232,1.51232,1.5261,1.84602,1.83402,1.83402,1.8375,1.84854,1.55854,1.55854,1.60303,1.77463,1.75643,1.75643,1.7567,1.76568,1.73412,1.73412,1.73781,1.75337,1.72537,1.72537,1.72928,1.87824,1.67824,1.67824,1.70385,1.78176,1.75376,1.75376,1.75588,1.75681,1.61681,1.61681,1.64084,1.6875,1.6375,1.6375,1.63849,1.66757,1.51757,1.51757,1.53563,1.5735,1.4545,1.4545,1.4709,1.51949,1.57699,1.69789,1.46789,1.46789,1.49677,1.49677,1.37677,0,1.37677
ene-92,1.21355,1.18355,1.18355,1.21355,1.18355,1.19357,1.46238,1.44775,1.44775,1.44775,1.37175,1.37175,1.37175,1.41234,1.11234,1.11234,1.14871,1.24161,1.18261,1.18261,1.19546,1.52809,1.51609,1.51609,1.51935,1.53076,1.24076,1.24076,1.28363,1.46094,1.44274,1.44274,1.44301,1.45229,1.42073,1.42073,1.42448,1.44056,1.41256,1.41256,1.4162,1.57604,1.37604,1.37604,1.39991,1.48041,1.45241,1.45241,1.4544,1.4544,1.3144,1.3144,1.33638,1.3846,1.3346,1.3346,1.3355,1.36437,1.21437,1.21437,1.23242,1.27156,1.15256,1.15256,1.16775,1.21796,1.2751,1.40003,1.17003,1.17003,1.19724,1.19724,1.07724,0.831812,1.07724
feb-92,0.962412,0.932412,0.932412,0.962414,0.932412,0.94244,1.15479,1.14324,1.14324,1.14324,1.06724,1.06724,1.06724,1.10783,0.807825,0.807825,0.835939,0.924553,0.865553,0.865553,0.873311,1.20336,1.19136,1.19136,1.19338,1.20479,0.914792,0.914792,0.944919,1.12224,1.10404,1.10404,1.10426,1.11353,1.08197,1.08197,1.08522,1.1013,1.0733,1.0733,1.07541,1.23597,1.03597,1.03597,1.0506,1.13111,1.10311,1.10311,1.1039,1.10475,0.964746,0.964746,0.976164,1.02439,0.974386,0.974386,0.974899,1.00444,0.854437,0.854437,0.868572,0.907704,0.788704,0.788704,0.797962,0.848167,0.878802,1.00373,0.773729,0.773729,0.788915,0.788915,0.668915,0.455537,0.668915
mar-92,0.840226,0.810226,0.810226,0.840226,0.810226,0.819606,1.00449,0.994444,0.994444,0.994444,0.918444,0.918444,0.918444,0.956408,0.656408,0.656408,0.676394,0.755614,0.696614,0.696614,0.701067,1.00718,0.995178,0.995178,0.996258,1.00693,0.716932,0.716932,0.737034,0.902912,0.884712,0.884712,0.884859,0.893534,0.861974,0.861974,0.864494,0.879538,0.851538,0.851538,0.852731,1.0008,0.800804,0.800804,0.809505,0.884817,0.856817,0.856817,0.857103,0.865429,0.725429,0.725429,0.731523,0.776633,0.726633,0.726633,0.726886,0.757396,0.607396,0.607396,0.615815,0.652423,0.533423,0.533423,0.539006,0.585972,0.601822,0.718689,0.488689,0.488689,0.496679,0.496679,0.376679,1.32213,0.376679
abr-92,0.845166,0.815166,0.815166,0.845167,0.815166,0.825193,1.01119,1.00108,1.00108,1.00108,0.925075,0.925075,0.925075,0.965658,0.665658,0.665658,0.674155,0.755715,0.696715,0.696715,0.698105,1.02504,1.01304,1.01304,1.0133,1.02471,0.734714,0.734714,0.742014,0.919332,0.901132,0.901132,0.901175,0.910448,0.878888,0.878888,0.880035,0.896115,0.868115,0.868115,0.868381,1.02647,0.826467,0.826467,0.8295,0.910006,0.882006,0.882006,0.882039,0.894376,0.754376,0.754376,0.756616,0.804838,0.754838,0.754838,0.754899,0.789586,0.639586,0.639586,0.642885,0.682017,0.563017,0.563017,0.565446,0.615651,0.619474,0.744401,0.514401,0.514401,0.517409,0.517409,0.397409,1.39954,0.397409
may-92,0.850967,0.820967,0.820967,0.850968,0.820967,0.830671,1.01797,1.00779,1.00779,1.00779,0.931789,0.931789,0.931789,0.971063,0.671063,0.671063,0.677869,0.758052,0.699052,0.699052,0.702344,1.01639,1.00439,1.00439,1.00547,1.01651,0.726514,0.726514,0.735733,0.907331,0.889131,0.889131,0.889265,0.898239,0.866679,0.866679,0.866915,0.882478,0.854478,0.854478,0.855685,1.00456,0.804558,0.804558,0.810354,0.888263,0.860263,0.860263,0.860558,0.874149,0.734149,0.734149,0.737623,0.78429,0.73429,0.73429,0.734477,0.769507,0.619507,0.619507,0.625466,0.663335,0.544335,0.544335,0.547649,0.596235,0.610986,0.731884,0.501884,0.501884,0.507969,0.507969,0.507969,0.756437,0.507969
jun-92,1.2949,1.2649,1.2649,1.2949,1.2649,1.27493,1.56202,1.5464,1.5464,1.5464,1.4704,1.4704,1.4704,1.51098,1.21098,1.21098,1.24756,1.33894,1.27994,1.27994,1.29393,1.61788,1.60588,1.60588,1.6105,1.62191,1.33191,1.33191,1.37596,1.55327,1.53507,1.53507,1.5358,1.54507,1.51351,1.51351,1.5156,1.53168,1.50368,1.50368,1.50893,1.65701,1.45701,1.45701,1.48345,1.56395,1.53595,1.53595,1.53715,1.55141,1.41141,1.41141,1.42755,1.47577,1.42577,1.42577,1.42658,1.46326,1.31326,1.31326,1.33825,1.37739,1.25839,1.25839,1.27377,1.32398,1.39017,1.51509,1.28509,1.28509,1.31095,1.31095,1.31095,2.10251,1.31095
jul-92,1.31935,1.28935,1.28935,1.31935,1.28935,1.29906,1.59165,1.57573,1.57573,1.57573,1.49973,1.49973,1.49973,1.53901,1.23901,1.23901,1.24244,1.34185,1.28285,1.28285,1.28383,1.60655,1.59455,1.59455,1.59479,1.60583,1.31583,1.31583,1.31944,1.49104,1.47284,1.47284,1.47285,1.48183,1.45027,1.45027,1.45073,1.46629,1.43829,1.43829,1.43859,1.58811,1.38811,1.38811,1.39016,1.46806,1.44006,1.44006,1.44027,1.45408,1.31408,1.31408,1.3162,1.36287,1.31287,1.31287,1.31295,1.34845,1.19845,1.19845,1.20037,1.23824,1.11924,1.11924,1.12045,1.16903,1.17415,1.29505,1.06505,1.06505,1.06712,1.06712,0.947121,0.573525,0.947121
ago-92,1.1429,1.1129,1.1129,1.1429,1.1129,1.12293,1.37585,1.3621,1.3621,1.3621,1.2861,1.2861,1.2861,1.32668,1.02668,1.02668,1.03846,1.13108,1.07208,1.07208,1.07632,1.40611,1.39411,1.39411,1.39554,1.40695,1.11695,1.11695,1.13233,1.30965,1.29145,1.29145,1.29174,1.30102,1.26946,1.26946,1.27015,1.28623,1.25823,1.25823,1.26022,1.41709,1.21709,1.21709,1.2268,1.30731,1.27931,1.27931,1.27971,1.29259,1.15259,1.15259,1.15815,1.20637,1.15637,1.15637,1.15667,1.19274,1.04274,1.04274,1.05152,1.09066,0.971657,0.971657,0.976548,1.02675,1.05068,1.17561,0.945609,0.945609,0.954061,0.954061,0.834061,1.34755,0.834061
sept-92,1.76633,1.73633,1.73633,1.76633,1.73633,1.74636,2.13943,2.11804,2.11804,2.11804,2.04204,2.04204,2.04204,2.08262,1.78262,1.78262,1.79174,1.89446,1.83546,1.83546,1.8384,2.16815,2.15615,2.15615,2.15686,2.16827,1.87827,1.87827,1.8879,2.06522,2.04702,2.04702,2.04705,2.05632,2.02476,2.02476,2.0259,2.04198,2.01398,2.01398,2.01462,2.16238,1.96238,1.96238,1.96742,2.04793,2.01993,2.01993,2.02039,2.03466,1.89466,1.89466,1.89939,1.94761,1.89761,1.89761,1.89781,1.93449,1.78449,1.78449,1.78956,1.82869,1.70969,1.70969,1.71296,1.76317,1.77511,1.90004,1.67004,1.67004,1.67549,1.67549,1.55549,2.17445,1.55549
oct-92,2.25516,2.22516,2.22516,2.25516,2.22516,2.23486,2.73782,2.71044,2.71044,2.71044,2.63444,2.63444,2.63444,2.67372,2.37372,2.37372,2.39158,2.4867,2.4277,2.4277,2.43359,2.75747,2.74547,2.74547,2.74698,2.75802,2.46802,2.46802,2.4891,2.6607,2.6425,2.6425,2.64261,2.65159,2.62003,2.62003,2.62229,2.63785,2.60985,2.60985,2.61157,2.7551,2.5551,2.5551,2.56698,2.64489,2.61689,2.61689,2.61791,2.62869,2.48869,2.48869,2.49998,2.54664,2.49664,2.49664,2.49711,2.53112,2.38112,2.38112,2.39281,2.43068,2.31168,2.31168,2.31944,2.36803,2.39706,2.51796,2.28796,2.28796,2.30171,2.30171,2.18171,3.4883,2.18171
nov-92,2.08433,2.05433,2.05433,2.08433,2.05433,2.06436,2.52892,2.50363,2.50363,2.50363,2.42763,2.42763,2.42763,2.46821,2.16821,2.16821,2.19541,2.29219,2.23319,2.23319,2.24311,2.58448,2.57248,2.57248,2.57502,2.58643,2.29643,2.29643,2.32924,2.50655,2.48835,2.48835,2.48854,2.49781,2.46625,2.46625,2.46909,2.48517,2.45717,2.45717,2.46008,2.61774,2.41774,2.41774,2.43717,2.51767,2.48967,2.48967,2.49148,2.49885,2.35885,2.35885,2.37759,2.42581,2.37581,2.37581,2.37657,2.40952,2.25952,2.25952,2.27758,2.31671,2.19771,2.19771,2.20992,2.26013,2.30837,2.43329,2.20329,2.20329,2.22562,2.22562,2.10562,3.8107,2.10562
dic-92,1.41355,1.38355,1.38355,1.41355,1.38355,1.39325,1.70701,1.68994,1.68994,1.68994,1.61394,1.61394,1.61394,1.65322,1.35322,1.35322,1.39015,1.48513,1.42613,1.42613,1.43991,1.76797,1.75597,1.75597,1.75946,1.7705,1.4805,1.4805,1.52499,1.69659,1.67839,1.67839,1.67866,1.68763,1.65607,1.65607,1.65977,1.67533,1.64733,1.64733,1.65123,1.80934,1.60934,1.60934,1.63496,1.71287,1.68487,1.68487,1.68698,1.68899,1.54899,1.54899,1.57302,1.61969,1.56969,1.56969,1.57067,1.60036,1.45036,1.45036,1.46841,1.50628,1.38728,1.38728,1.40368,1.45227,1.50977,1.63067,1.40067,1.40067,1.42955,1.42955,1.30955,3.03255,1.30955
ene-93,1.29032,1.26032,1.26032,1.29032,1.26032,1.27035,1.55641,1.54085,1.54085,1.54085,1.46485,1.46485,1.46485,1.50543,1.20543,1.20543,1.2418,1.3347,1.2757,1.2757,1.28856,1.62027,1.60827,1.60827,1.61154,1.62295,1.33295,1.33295,1.37581,1.55313,1.53493,1.53493,1.5352,1.54447,1.51291,1.51291,1.51667,1.53275,1.50475,1.50475,1.50839,1.66651,1.46651,1.46651,1.49038,1.57088,1.54288,1.54288,1.54487,1.54487,1.40487,1.40487,1.42684,1.47507,1.42507,1.42507,1.42597,1.45484,1.30484,1.30484,1.32289,1.36202,1.24302,1.24302,1.25822,1.30843,1.36557,1.4905,1.2605,1.2605,1.28771,1.28771,1.16771,2.09951,1.16771
feb-93,1.09497,1.06497,1.06497,1.09497,1.06497,1.07499,1.31714,1.30397,1.30397,1.30397,1.22797,1.22797,1.22797,1.26855,0.968553,0.968553,0.997865,1.08648,1.02748,1.02748,1.03558,1.36659,1.35459,1.35459,1.3567,1.36811,1.07811,1.07811,1.10931,1.28663,1.26843,1.26843,1.26866,1.27794,1.24638,1.24638,1.24974,1.26582,1.23782,1.23782,1.24,1.39985,1.19985,1.19985,1.21501,1.29552,1.26752,1.26752,1.26834,1.26918,1.12918,1.12918,1.14101,1.18923,1.13923,1.13923,1.13976,1.1693,1.0193,1.0193,1.03394,1.07307,0.954071,0.954071,0.96366,1.01386,1.04559,1.17052,0.940521,0.940521,0.95625,0.95625,0.83625,1.27434,0.83625
mar-93,0.840868,0.810868,0.810868,0.840871,0.810868,0.819925,1.00495,0.994903,0.994903,0.994903,0.918903,0.918903,0.918903,0.955559,0.655559,0.655559,0.677121,0.75289,0.69389,0.69389,0.698926,0.995827,0.983827,0.983827,0.985059,0.995365,0.705365,0.705365,0.726349,0.886507,0.868307,0.868307,0.868468,0.876844,0.845284,0.845284,0.847888,0.862413,0.834413,0.834413,0.835687,0.979514,0.779514,0.779514,0.788758,0.861473,0.833473,0.833473,0.833801,0.841667,0.701667,0.701667,0.708138,0.751694,0.701694,0.701694,0.701966,0.731293,0.581293,0.581293,0.590129,0.625474,0.506474,0.506474,0.512057,0.557404,0.574283,0.68712,0.45712,0.45712,0.46511,0.46511,0.34511,0.613878,0.34511
abr-93,0.904931,0.874931,0.874931,0.904933,0.874931,0.884958,1.08439,1.07354,1.07354,1.07354,0.997543,0.997543,0.997543,1.03813,0.738126,0.738126,0.747529,0.827843,0.768843,0.768843,0.770535,1.09762,1.08562,1.08562,1.08596,1.09737,0.807367,0.807367,0.815351,0.992668,0.974468,0.974468,0.974519,0.983793,0.952233,0.952233,0.953444,0.969525,0.941525,0.941525,0.941853,1.09903,0.89903,0.89903,0.902344,0.98285,0.95485,0.95485,0.954905,0.966954,0.826954,0.826954,0.829454,0.877676,0.827676,0.827676,0.827748,0.862274,0.712274,0.712274,0.71586,0.754992,0.635992,0.635992,0.638516,0.688722,0.693254,0.818181,0.588181,0.588181,0.59136,0.59136,0.47136,1.05398,0.47136
may-93,2.55916,2.52916,2.52916,2.55916,2.52916,2.53886,3.11016,3.07906,3.07906,3.07906,3.00306,3.00306,3.00306,3.04233,2.74233,2.74233,2.75526,2.83475,2.77575,2.77575,2.78171,3.09655,3.08455,3.08455,3.08651,3.09755,2.80755,2.80755,2.82481,2.9964,2.9782,2.9782,2.97846,2.98744,2.95588,2.95588,2.95652,2.97208,2.94408,2.94408,2.94622,3.07491,2.87491,2.87491,2.88541,2.96331,2.93531,2.93531,2.93582,2.94927,2.80927,2.80927,2.8155,2.86217,2.81217,2.81217,2.8125,2.84745,2.69745,2.69745,2.70763,2.7455,2.6265,2.6265,2.6323,2.68089,2.70612,2.82702,2.59702,2.59702,2.60722,2.60722,2.48722,3.95336,2.48722
jun-93,1.62,1.59,1.59,1.62,1.59,1.60003,1.9602,1.9406,1.9406,1.9406,1.8646,1.8646,1.8646,1.90518,1.60518,1.60518,1.60752,1.70333,1.64433,1.64433,1.64458,1.98935,1.97735,1.97735,1.9774,1.98881,1.69881,1.69881,1.70051,1.87782,1.85962,1.85962,1.85963,1.8689,1.83734,1.83734,1.83772,1.8538,1.8258,1.8258,1.82586,1.99207,1.79207,1.79207,1.79271,1.87322,1.84522,1.84522,1.84525,1.85952,1.71952,1.71952,1.72008,1.7683,1.7183,1.7183,1.71832,1.75501,1.60501,1.60501,1.60536,1.64449,1.52549,1.52549,1.52598,1.57618,1.57725,1.70217,1.47217,1.47217,1.47272,1.47272,1.35272,0.879868,1.35272
jul-93,1.28419,1.25419,1.25419,1.28419,1.25419,1.2639,1.54858,1.5331,1.5331,1.5331,1.4571,1.4571,1.4571,1.49637,1.19637,1.19637,1.19761,1.28028,1.22128,1.22128,1.2216,1.54484,1.53284,1.53284,1.53298,1.54402,1.25402,1.25402,1.25626,1.42785,1.40965,1.40965,1.40971,1.41868,1.38712,1.38712,1.38716,1.40272,1.37472,1.37472,1.37504,1.52832,1.32832,1.32832,1.33003,1.40794,1.37994,1.37994,1.37999,1.39357,1.25357,1.25357,1.2546,1.30127,1.30127,1.30127,1.30132,1.33666,1.18666,1.18666,1.18873,1.2266,1.1076,1.1076,1.10931,1.15789,1.16258,1.28347,1.05347,1.05347,1.05643,1.05643,0.936433,0.455041,0.936433
ago-93,1.03377,1.00377,1.00377,1.03377,1.00377,1.0138,1.24219,1.22977,1.22977,1.22977,1.15377,1.15377,1.15377,1.19436,0.894355,0.894355,0.89574,0.991546,0.932546,0.932546,0.932826,1.26182,1.24982,1.24982,1.24987,1.26128,0.971281,0.971281,0.971644,1.14896,1.13076,1.13076,1.13081,1.14009,1.10853,1.10853,1.10869,1.12477,1.09677,1.09677,1.09693,1.25478,1.05478,1.05478,1.05526,1.13576,1.10776,1.10776,1.10778,1.12205,0.982046,0.982046,0.982128,1.03035,0.98035,0.98035,0.980366,0.980366,0.830366,0.830366,0.830543,0.869675,0.750675,0.750675,0.750831,0.801036,0.802447,0.927375,0.697375,0.697375,0.697415,0.697415,0.577415,0.525502,0.577415
sept-93,1.25767,1.22767,1.22767,1.25767,1.22767,1.23769,1.51642,1.50125,1.50125,1.50125,1.42525,1.42525,1.42525,1.46584,1.16584,1.16584,1.1755,1.27462,1.21562,1.21562,1.21863,1.54424,1.53224,1.53224,1.53297,1.54438,1.25438,1.25438,1.26469,1.44201,1.42381,1.42381,1.42384,1.43312,1.40156,1.40156,1.40276,1.41884,1.39084,1.39084,1.39154,1.54387,1.34387,1.34387,1.34933,1.42984,1.40184,1.40184,1.40234,1.41649,1.27649,1.27649,1.28161,1.32983,1.27983,1.27983,1.28004,1.31673,1.16673,1.16673,1.17222,1.21135,1.09235,1.09235,1.09592,1.14612,1.15912,1.28405,1.05405,1.05405,1.06002,1.06002,0.940022,0.549007,0.940022
oct-93,1.21067,1.18067,1.18067,1.21068,1.18067,1.19038,1.45854,1.44395,1.44395,1.44395,1.36795,1.36795,1.36795,1.40723,1.10723,1.10723,1.12526,1.21997,1.16097,1.16097,1.16691,1.4847,1.4727,1.4727,1.47423,1.48527,1.19527,1.19527,1.21657,1.38816,1.36996,1.36996,1.37008,1.37905,1.34749,1.34749,1.34978,1.36534,1.33734,1.33734,1.33908,1.48919,1.28919,1.28919,1.3012,1.37911,1.35111,1.35111,1.35215,1.36271,1.22271,1.22271,1.23412,1.28079,1.23079,1.23079,1.23126,1.26515,1.11515,1.11515,1.12698,1.16485,1.04585,1.04585,1.0537,1.10229,1.13166,1.25256,1.02256,1.02256,1.03648,1.03648,0.916484,0.705139,0.916484
nov-93,1.26066,1.23066,1.23066,1.26067,1.23066,1.24069,1.52009,1.50489,1.50489,1.50489,1.42889,1.42889,1.42889,1.46947,1.16947,1.16947,1.19957,1.29621,1.23721,1.23721,1.24845,1.5768,1.5648,1.5648,1.56769,1.5791,1.2891,1.2891,1.32555,1.50287,1.48467,1.48467,1.48488,1.49415,1.46259,1.46259,1.46578,1.48186,1.45386,1.45386,1.4571,1.61182,1.41182,1.41182,1.43335,1.51386,1.48586,1.48586,1.48783,1.49513,1.35513,1.35513,1.37582,1.42404,1.37404,1.37404,1.37487,1.40779,1.25779,1.25779,1.27584,1.31498,1.19598,1.19598,1.2099,1.2601,1.31366,1.43858,1.20858,1.20858,1.234,1.234,1.114,1.03932,1.114
dic-93,1.102,1.072,1.072,1.102,1.072,1.0817,1.32543,1.31218,1.31218,1.31218,1.23618,1.23618,1.23618,1.27545,0.975451,0.975451,1.01238,1.10515,1.04615,1.04615,1.05993,1.37829,1.36629,1.36629,1.36978,1.38082,1.09082,1.09082,1.13531,1.30691,1.28871,1.28871,1.28898,1.29795,1.26639,1.26639,1.27009,1.28565,1.25765,1.25765,1.26155,1.41367,1.21367,1.21367,1.23928,1.31719,1.28919,1.28919,1.29131,1.29224,1.15224,1.15224,1.17626,1.22293,1.17293,1.17293,1.17391,1.203,1.053,1.053,1.07105,1.10892,0.989923,0.989923,1.00633,1.05491,1.11242,1.23332,1.00332,1.00332,1.0322,1.0322,0.912195,0.886722,0.912195
ene-94,0.98445,0.95445,0.95445,0.984452,0.95445,0.964477,1.18178,1.16996,1.16996,1.16996,1.09396,1.09396,1.09396,1.13455,0.834547,0.834547,0.870916,0.963817,0.904817,0.904817,0.917673,1.2455,1.2335,1.2335,1.23676,1.24817,0.958173,0.958173,1.00104,1.17835,1.16015,1.16015,1.16042,1.1697,1.13814,1.13814,1.14189,1.15797,1.12997,1.12997,1.13361,1.29151,1.09151,1.09151,1.11538,1.19588,1.16788,1.16788,1.16987,1.16987,1.02987,1.02987,1.05184,1.10007,1.05007,1.05007,1.05097,1.07984,0.929839,0.929839,0.947894,0.987026,0.868026,0.868026,0.883223,0.933428,0.990571,1.1155,0.885499,0.885499,0.912714,0.912714,0.792714,0.672433,0.792714
feb-94,0.852203,0.822203,0.822203,0.852207,0.822203,0.832231,1.01981,1.00961,1.00961,1.00961,0.933609,0.933609,0.933609,0.974192,0.674192,0.674192,0.703504,0.792118,0.733118,0.733118,0.741218,1.06841,1.05641,1.05641,1.05852,1.06993,0.779928,0.779928,0.811131,0.988449,0.970249,0.970249,0.970483,0.979757,0.948197,0.948197,0.951557,0.967637,0.939637,0.939637,0.94182,1.10084,0.900837,0.900837,0.915994,0.9965,0.9685,0.9685,0.969324,0.970166,0.830166,0.830166,0.841992,0.890214,0.840214,0.840214,0.840745,0.870283,0.720283,0.720283,0.734923,0.774055,0.655055,0.655055,0.664644,0.714849,0.746578,0.871506,0.641506,0.641506,0.657234,0.657234,0.537234,0.363566,0.537234
mar-94,0.613385,0.583385,0.583385,0.613387,0.583385,0.592442,0.726331,0.719068,0.719068,0.719068,0.643068,0.643068,0.643068,0.679724,0.379724,0.379724,0.401286,0.477055,0.418055,0.418055,0.423091,0.717255,0.705255,0.705255,0.706488,0.716793,0.426793,0.426793,0.447778,0.607935,0.589735,0.589735,0.589896,0.598273,0.566713,0.566713,0.569316,0.583841,0.555841,0.555841,0.557115,0.700983,0.523533,0.523533,0.532777,0.605492,0.580649,0.580649,0.580977,0.588843,0.464628,0.464628,0.471099,0.514654,0.470292,0.470292,0.470564,0.499891,0.366803,0.366803,0.375639,0.410984,0.305401,0.305401,0.310985,0.356331,0.37321,0.486047,0.281979,0.281979,0.289969,0.289969,0.183499,0.261727,0.183499
abr-94,0.666331,0.636331,0.636331,0.666333,0.636331,0.646359,0.79215,0.784229,0.784229,0.784229,0.708229,0.708229,0.708229,0.748812,0.448812,0.448812,0.462017,0.542331,0.483331,0.483331,0.486288,0.81053,0.79853,0.79853,0.799201,0.81061,0.52061,0.52061,0.532695,0.710012,0.691812,0.691812,0.691898,0.701172,0.669612,0.669612,0.67121,0.687291,0.659291,0.659291,0.659995,0.817152,0.624385,0.624385,0.629663,0.701092,0.674105,0.674105,0.674314,0.684755,0.549817,0.549817,0.553747,0.596532,0.54834,0.54834,0.548485,0.578875,0.434299,0.434299,0.439464,0.474184,0.359487,0.359487,0.362674,0.407219,0.416713,0.527555,0.305872,0.305872,0.310253,0.310253,0.194593,0.19531,0.194593
may-94,0.614643,0.584643,0.584643,0.614645,0.584643,0.594347,0.728519,0.721234,0.721234,0.721234,0.645234,0.645234,0.645234,0.684508,0.384508,0.384508,0.387805,0.464391,0.405391,0.405391,0.405622,0.71791,0.70591,0.70591,0.705969,0.717011,0.427011,0.427011,0.429748,0.601346,0.583146,0.583146,0.583168,0.592143,0.560583,0.560583,0.561206,0.576768,0.548768,0.548768,0.548928,0.698813,0.520999,0.520999,0.522218,0.59731,0.572416,0.572416,0.572457,0.584396,0.459926,0.459926,0.460935,0.505914,0.461461,0.461461,0.461495,0.494602,0.361241,0.361241,0.361787,0.398287,0.292488,0.292488,0.293249,0.340077,0.342137,0.458663,0.254176,0.254176,0.255006,0.255006,0.148317,0.0125663,0.148317
jun-94,0.64223,0.61223,0.61223,0.642233,0.61223,0.622258,0.762631,0.755005,0.755005,0.755005,0.679005,0.679005,0.679005,0.719588,0.419588,0.419588,0.420236,0.504977,0.445977,0.445977,0.446532,0.768274,0.756274,0.756274,0.756481,0.76789,0.47789,0.47789,0.478836,0.656153,0.637953,0.637953,0.637983,0.647256,0.615696,0.615696,0.615832,0.631913,0.603913,0.603913,0.604155,0.758152,0.572356,0.572356,0.573399,0.644974,0.618963,0.618963,0.61902,0.631426,0.501369,0.501369,0.50197,0.544843,0.498394,0.498394,0.498429,0.530774,0.391428,0.391428,0.392647,0.427438,0.31689,0.31689,0.317326,0.361961,0.365167,0.476236,0.262571,0.262571,0.263645,0.263645,0.152167,0.00937167,0.152167
jul-94,0.641256,0.611256,0.611256,0.641258,0.611256,0.62096,0.761115,0.753504,0.753504,0.753504,0.677504,0.677504,0.677504,0.716777,0.416777,0.416777,0.418586,0.502642,0.443642,0.443642,0.444202,0.755475,0.743475,0.743475,0.743693,0.754734,0.464734,0.464734,0.467744,0.639341,0.621141,0.621141,0.621209,0.630183,0.598623,0.598623,0.598701,0.614263,0.586263,0.586263,0.586665,0.735783,0.55027,0.55027,0.55245,0.624826,0.598854,0.598854,0.598922,0.611748,0.481889,0.481889,0.483228,0.52658,0.480201,0.480201,0.480267,0.513248,0.374113,0.374113,0.376647,0.411827,0.301447,0.301447,0.303478,0.348612,0.354463,0.466773,0.253433,0.253433,0.256929,0.256929,0.145621,0.00489631,0.145621
ago-94,0.68545,0.65545,0.65545,0.685452,0.65545,0.665478,0.815567,0.807411,0.807411,0.807411,0.731411,0.731411,0.731411,0.771995,0.471995,0.471995,0.477935,0.574156,0.515156,0.515156,0.516894,0.837815,0.825815,0.825815,0.826249,0.837658,0.547658,0.547658,0.553532,0.730849,0.712649,0.712649,0.712669,0.721943,0.690383,0.690383,0.691068,0.707149,0.679149,0.679149,0.679552,0.833547,0.635249,0.635249,0.638233,0.712907,0.685146,0.685146,0.685429,0.698663,0.559854,0.559854,0.562829,0.607558,0.557984,0.557984,0.558093,0.592122,0.443398,0.443398,0.446435,0.482732,0.364745,0.364745,0.366826,0.413394,0.420723,0.536601,0.308558,0.308558,0.312008,0.312008,0.193028,0,0.193028
